ori_sentence,bias_labels
斗士就散开来迎击敌人，向他们投去冰雹似的石块和铅丸。罗马人立刻退了回去，想把敌人已经迫近的消息报告副将傅利乌斯。于是，在行军时一向和徒步的战士们在一起的斯巴达克思，跳上了在作战时永远准备在他身边的那匹精壮的黑马。斯巴达克思的英勇姿态立刻在骏马背上威风凛凛地显现出来了。他下令吹起快步前进的冲锋号，趁敌人还没有来得及列好阵势就攻打他们。,"[0, 0, 0]"
而这副眼镜也一直默默地陪伴着她。,"[0, 0, 0]"
正在这时候，夏廉轻手蹑脚地走来，立在她的后面，很虔敬地低下头，闭上眼。我没想到，他倒比从前胖了些。焉知我们以为难堪的，不是他的享受呢？猪八戒玩老雕，各好一路——我们村里很有些圣明的俗语儿。,"[0, 0, 0]"
外婆一边听我背唐诗，一边做早餐。,"[0, 0, 0]"
"个性刚直的米达麦亚强烈地评击着。""无名之师""是对无道德、无法理依据的战争所做的最为严厉的批判了。","[0, 0, 0]"
"大家都将信将疑,结果一计算,真像她说的一样。","[0, 0, 0]"
直到现在，我都不知道不识字的爷爷是怎么、又是在哪里找到那张扉页的。,"[0, 0, 0]"
铜驼的心中充满了悲愤，他发誓要找出这个凶残狠毒的凶手。,"[0, 0, 0]"
"久闻大名，""他说道，声音不完全象英国人，也不完全象美国人，不过却圆润悦耳，""你是这些人中的历史学家。好，华生医生，恐怕你以前从来没有得到过你手中这样的故事资料，我敢拿全部财产和你打赌。你可以用自己的方式表达它，不过只要你有了这些事实，你就不会使读者大众不感兴趣的。我曾隐...","[0, 0, 0]"
"它肇始于作者为报刊写的富有故事性的人物素描,用她自己的话来说,是“用小说的方式来写专栏”。","[0, 0, 0]"
这是一位体型正常的年轻女孩，在18岁成人礼上还穿着小号礼服走过红地毯。,"[0, 0, 0]"
这些信息的发布者只是交友虚拟的“机器美女”。,"[0, 0, 0]"
当季最流行的日韩风和港风女装从这里开始顺着二手、三手批发商逐步抵达遍布全国的服装小店。,"[0, 0, 0]"
后来，在我眼中非常优秀的哥哥在大学时加入了中国共产党。,"[0, 0, 0]"
围观的网友对此教育方法有回忆、有调侃，却忽视这名父亲所犯的过错。,"[0, 0, 0]"
是我以后要写给儿子臭蛋的童话。,"[0, 0, 0]"
有一次，一个项目出了问题，负主要责任的两个女下属之间闹了很大的不愉快，甚至上升到了人身攻击的程度。,"[0, 0, 0]"
聪颖快捷。（打一拉丁美洲国家名） 答案：智力,"[0, 0, 0]"
未料，男孩把房门打开，偷偷溜到外面玩耍。,"[0, 0, 0]"
我想向身边的儿子，解释这段舞蹈所代表的含义。,"[0, 0, 0]"
"接下来,她计划推出“山海游”,把六鳌景区与南靖土楼、厦门鼓浪屿等周边景点结合起来,推出一周游计划。","[0, 0, 0]"
男生至今不愿意相信自己被骗。,"[0, 0, 0]"
男友不太爱吃菠萝，基本都是我吃完的。,"[0, 0, 0]"
变得单纯或者说纯粹，简单，基本上用的是减法，另外由于大量用的别人的作品，也有人批评他血管里流淌着是别人的血液。张艺谋的电影，说得通俗一点，或者说形象一点，就是一件非常艳丽的服装，他要好看，或者说款式很新颖，他不管里子是什么，也不管料子是什么，非常扎眼，亮丽。不像伊朗的电影，像《小鞋子》，就像一件纯棉的衣服，穿在身上很舒服，有一种温暖的感觉。,"[0, 0, 0]"
"她说：“作为一名基层党组织书记,我一定要领会好四中全会精神,把基层社会治理落在行动上,切实为群众解难题、做好事、办实事”。","[0, 0, 0]"
在梁家桥，梁洛群是个精明强干、心灵手巧的人。,"[0, 0, 0]"
赶到现场后，女儿的担心化为眼泪瞬间夺眶而出。,"[0, 0, 0]"
我看了一眼玩手机的人，问女孩那几个人都是家长？,"[0, 0, 0]"
“瞎说！你生病了怎么办？将来老了怎么办？心里憋屈看了—部好电影好小说想找人聊聊怎么办？你一生孤僻白在这个世界上活了一百年，一个人都没结交就这么悄悄走了……”他们来到李缅宁家门口，李缅宁掏钥匙开锁，怎么也对不准钥匙孔。“我来，你醉了。”钱康夺过钥匙，去...,"[0, 0, 0]"
前不久，一名两岁的男孩断断续续误食了多颗磁力珠，但家人并未发现。,"[0, 0, 0]"
这是时代条件下女性的一个真实状况。,"[0, 0, 0]"
"此役中国男篮的开局,显然没有那么顺利。","[0, 0, 0]"
此前有媒体报道称，张某父亲与虞城县实验中学签订协议，同意赔偿条件。,"[0, 0, 0]"
宝都押在新人章子怡的表演上，影片几乎成了她的独角戏，但影片的情节相当单薄和苍白，最后那用琅琅的读书声去暗示文化承传的手法也不过是重复十多年前陈凯歌的电影《孩子王》里的东西。作为怀旧电影，它无法和《阳光灿烂的日子》那样去撩拨许多中国人的感情记忆，更不能像《花样年华》那样把观众一下子拽进时光隧道，于是，绞尽张艺谋脑汁的怀旧电影落入了“看上去很美”的嘲讽之中。尽管张艺谋自称这是个简单动人的故事，尽管章子怡在银...,"[0, 0, 0]"
上世纪30年代，外公先后在崇德晚村小学、德清中学等校教书。,"[0, 0, 0]"
他自我认定就是一个普通老百姓，最喜欢和平民往来。,"[0, 0, 0]"
着，我们并不赞成，但是把世间看做是太过真实的，这也是一种执着。在佛法里面，有“真假中”，即真的道理，假的道理，中道的道理，其中以中道的道理为最好。有的时候，像我们过生活，太过热烘烘的，会乐极生悲，太过冷冰冰的，也会觉得人生毫无意味，最好热中能平淡，苦中能积极，这是所谓的人间佛教。,"[0, 0, 0]"
"该工作人员表示,她不知道物业经理的电话,无法帮助记者联系上物业经怼","[0, 0, 0]"
对面的同学，小心这位小哥哥要把你养成胖子哦！,"[0, 0, 0]"
"其实第一次单独出国,她就“丢”了。","[0, 0, 0]"
方怡说：“不急不急，没必要用交易这个冷冰冰的词，我们谈的是感情问题。,"[0, 0, 0]"
"那会儿我还在休产假,他在部队回不来,从装修到买家具,里里外外全是我一个人忙活。","[0, 0, 0]"
两名男童遇害，尸体是从水库捞上来的。,"[0, 0, 0]"
一天早晨，我一推门看见一名女学生蹲在门口缩成一团。,"[0, 0, 0]"
"看到患者转危为安,她才起身离开。","[0, 0, 0]"
答：对陈水扁最不利，因为阿扁与「两国论」的立场太接近；宋楚瑜最滑头，尽量躲，不要谈，因为他怕一谈就被戴帽子；至于对连战，则没有什么影响，他的声音没有人会注意，都是一些老生常谈的空话。,"[0, 0, 0]"
答：不是。不是我性格双重，而是我对是非跟对人的关系两重的。我是讲真理挂帅，讲是非的。他跟我关系再好，可是他是非上不对的时候，你懂我意思吧？我就翻脸。翻脸不是对你不礼貌，立场（上）就会划清界限。所以我基本上，大家怕我的人知道我厉害的原因，就是因为我得理不饶人，并且我感情上面不...,"[0, 0, 0]"
一张口，带着磁性的男中音充满教室。,"[0, 0, 0]"
经民警了解，这几天，离家出走的妹妹一直住在拔鞔濉！,"[0, 0, 0]"
调皮的男孩子还要来一场“雪仗”，翻腾在空中的雪球砸在地上，细碎的冰晶瞬间四处纷飞，给孩提时代的生活增添了自由的欢乐。,"[0, 0, 0]"
我忽然发现，这个世界的许多坏人，都是由好人无意间培养出来的。我们中国人讲究温良恭俭让，讲究美德，殊不知美德只能让有美德的人成为好人，而制度可以让所有人成为好人。 9月13日 15:37 来自新浪微博,"[0, 0, 0]"
成功的孩子背后，一定站着成功的父亲，给孩子树立优秀的榜样，建立远大的格局。,"[0, 0, 0]"
在当时的情况下，我妈妈想到开店卖粉蒸肉赚钱。,"[0, 0, 0]"
黄秋生：我当时很尴尬，如果有一个地洞我就钻进去好了。不知道怎么去拿这个奖，因为我觉得是真正的演员才演舞台剧，而我又是演过那么多烂片的。,"[0, 0, 0]"
"的人情,她都按习俗的需要,慷慨地购买,支付完这一笔笔的人情债务.业余时间里,克劳迪亚外出拍照或去海滨度假,不断地变换着生活的方式.克劳迪亚确实满足了.然而作者在这里不仅给她留下一组生活的剧照,而且还以犀利的笔触点穿了主人公的内心,伸向她的前后左右,剖析着主人公平静生活后面的不平静的内心世界.克劳迪亚在生活中遭受过两次挫折,一次是在中学时期,由于高级中学名额的竞争使她身不由己地背叛了","[0, 0, 0]"
知道答案，是1954年，道琼斯上涨了50%。实际上，你回顾1954年的时候会发现那也是个萧条时期。那一次的不景气始于1953年的7月，失业率在1954年的9月达到最高点，到11月的时候就业市场境况更是凄凉。,"[0, 0, 0]"
那个卖烤红薯的女人不爱说话，总是倚在大泥桶上取暖。,"[0, 0, 0]"
我们走进一家冻品店时，女老板正在穿羊肉串。,"[0, 0, 0]"
梁冬：可能很多中国人，但凡读了点儿书之后呢，都有这样的一种类似的这种情怀，是吧？给你机会，给你机会呢，跟群众讲讲啊，拍拍领导马屁啊，然后往上爬呀，诶，领导一打呢，又不是那种很刚强的那种人……,"[0, 0, 0]"
在某学校考试时，一个男孩泪湿考卷，不能卒考。,"[0, 0, 0]"
其实小冉已经明白了男友的所有的冷酷和无情，不过是因为不爱罢了。,"[0, 0, 0]"
"以前她长年在韩国打工,现在已回到村里创业了。","[0, 0, 0]"
经过路面监控和地铁监控的逐一寻找，直到当天下午4时，民警才在4号线大连路站锁定了男童的位置。,"[0, 0, 0]"
"这,要是放在两年前,她想都不敢想,毕竟对于一个曾经的“问题学生”来说有些不可思议。","[0, 0, 0]"
男乘客乘坐公交车下车时，不慎将身上的两个红包遗落在了车厢走道上。,"[0, 0, 0]"
"打年轻时她就爱吃京天红炸糕,隔三差五便要去买上一回。","[0, 0, 0]"
冰霜”，总扛着“前辈”和“上级”的帽子来对付我。回到上海，老板问我浙江的情况，我能说什么呢？只能说些好话，什么业务平稳啦，员工积极啦，其它的，我什么都不敢提……这个“中间人”真的不好当啊。　　如果你有优柔寡断的毛病，可以试用一种简单的“加框”方法，好像在拍照的时候，你的注意力会集中在摄影对象上，其它次要的东西都是背景。职场人士必知的办公室六忌12下一页,"[0, 0, 0]"
山西大学女子水球队在点球大战中以一球之差，与冠军失之交臂摘得银牌。,"[0, 0, 0]"
克：原因是不是起于人类的自大?表面上他在改变，有时也显得柔顺，事实上他的自我中心从来没有变过。未来的几天我们也许不会讨论这个主题，不过我认为可以从它开始谈起。,"[0, 0, 0]"
女顾客有些急了，不高兴地说：“行不行，你倒是说个话啊”。,"[0, 0, 0]"
所谓未算胜而先算不胜，兼之杜热本人与中国政府又打了多年游击，在总体战略谋划方面自有其独得之秘；杜热本人是个狂热的宗教主义者，却绝非一个鲁莽的人；除非必要，他绝不会和中国远征军来个鸡蛋碰石头。东突厥斯坦独立游击队的总兵力也不过5000人左右。以这样的实力对抗西北方面军，游击有余而对撼不足；杜热知道，生路仍然存在，可惜先机已经失去，自己在阿富...,"[0, 0, 0]"
她完全有权利继续扮演纯情角色，至于我，革面洗心，实行老奸巨滑。,"[0, 0, 0]"
死难者入殓仪式，朱自清没有去，他呆在家里，静穆地坐了一个多小时，反省自己的灵魂。此后一段时间，朱自清虽然还没有勇气再次走上十字街头，但他的内心却是波澜起伏，长久不得安宁。他痛恨这个残暴的政府，但更痛恨怯弱的自己。他在日记上写道：３６我自我剖析，深感应对自己进行一场革命，以丢掉自私与怯弱。,"[0, 0, 0]"
幸运的是，经过一个多小时的开导，4时26分，该女子被成功劝下，并被转移至安全区域。,"[0, 0, 0]"
千万别让机构的错误祸及儿童，尤其是那些无辜的受助男孩。,"[0, 0, 0]"
夏风回到家，他娘问白雪咋没回来，夏风说她娘家有些事，搪塞过去，就说起庆玉盖房拉砖的事。夏天智提了桶在花坛上浇水，白玫瑰红玫瑰的都开了，水灵灵的，都想要说话。清风街上，种花的人家不少，尤其是夏天智，他在院子里修有花坛子，花坛子又是砖垒的台儿，那一丛牡丹竟有一筐篮大，高高的长过墙头，花繁的时候，一站在巷口就能看见，像落了一疙瘩彩云。但是，夏天智...,"[0, 0, 0]"
因为年龄增长，擦窗户、拖床底这些家务活他只能请钟点工帮忙，可问了几个做家政的，都嫌活少钱少。,"[0, 0, 0]"
